URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Member,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Method,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Metric,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,MIPEra,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Model,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Natural_Hazard,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,NaturalHazardType,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,No_Country_Region,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,ObservationalDataset,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Ocean_Circulation,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Paper,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,PhysicalFeature,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,PhysicalScheme,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Platform,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Problem,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Project,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,RCM,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Realm,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Resolution,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Result,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,SimulationType,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Source,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,SourceComponent,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,SourceType,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,SubExperiment,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Task,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Teleconnection,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Variable,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Water_Bodies,
https://climatepub4kg.github.io/ontology#uuid,uuid,,NodeProperty,,Weather_Event,
https://climatepub4kg.github.io/ontology#variable_long_name,variable_long_name,,NodeProperty,,Variable,
https://climatepub4kg.github.io/ontology#variable_units,variable_units,,NodeProperty,,Variable,
