URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
http://schemas.scales-okn.org/rdf/scales#hasIdbTsev1,has Idb Tsev1,A code indicating the severity associated with TTITLE1.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTsev2,has Idb Tsev2,A code indicating the severity associated with TTITLE2.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTsev3,has Idb Tsev3,A code indicating the severity associated with TTITLE3.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTsev4,has Idb Tsev4,A code indicating the severity associated with TTITLE4.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTsev5,has Idb Tsev5,A code indicating the severity associated with TTITLE5.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTtitle1,has Idb Ttitle1,The title and section of the U.S. Code applicable to the offense that carried the most severe disposition and penalty under which the defendant was disposed.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTtitle2,has Idb Ttitle2,The title and section of the U.S. Code applicable to the offense under which the defendant was disposed that carried the second most severe disposition and penalty.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTtitle3,has Idb Ttitle3,The title and section of the U.S. Code applicable to the offense under which the defendant was disposed that carried the third most severe disposition and penalty.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTtitle4,has Idb Ttitle4,The title and section of the U.S. Code applicable to the offense under which the defendant was disposed that carried the fourth most severe disposition and penalty.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTtitle5,has Idb Ttitle5,The title and section of the U.S. Code applicable to the offense under which the defendant was disposed that carried the fifth most severe disposition and penalty.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTypemag,has Idb Typemag,Case type associated with a magistrate case if the current case was merged from a magistrate case.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTypereg,has Idb Typereg,Case type associated with the current defendant record.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbTypetrn,has Idb Typetrn,Case type associated with the originating case if the current case was a transfer.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbUpdate,has Idb Update,The date of the last action taken on the record.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIdbVer,has Idb Ver,A sequential number indicating the iteration of the defendant record.,Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,
http://schemas.scales-okn.org/rdf/scales#hasIfpJudgeAttribution,has IFP judge attribution,"The judge presiding over a case at the time a given docket entry was entered on a docket sheet that includes ""in forma pauperis"" (IFP) activity.",Predicate,,http://release.niem.gov/niem/domains/jxdm/7.2/#RegisterAction,
http://schemas.scales-okn.org/rdf/scales#hasIfpLabel,has IFP label,"A SCALES IFP label (application, grant, deny, other) that applies to a given docket entry on a docket sheet that includes ""in forma pauperis"" (IFP) activity.",Predicate,,http://release.niem.gov/niem/domains/jxdm/7.2/#RegisterAction,
http://schemas.scales-okn.org/rdf/scales#hasMemberCase,has member case,"In multi-district litigation (MDL), a case listed in the ""PACER Member Cases"" header section on the docket sheet for a given lead case.",Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,http://release.niem.gov/niem/niem-core/5.0/#CourtCase
http://schemas.scales-okn.org/rdf/scales#hasReferenceToOtherEntry,has reference to other entry,A hyperlink to another docket entry within the text of a given PACER docket entry.,Predicate,,http://release.niem.gov/niem/domains/jxdm/7.2/#RegisterAction,http://release.niem.gov/niem/domains/jxdm/7.2/#RegisterAction
http://schemas.scales-okn.org/rdf/scales#hasRelatedCase,has related case,"A case listed in the PACER ""Related Cases"" header section on the docket sheet for a given case.",Predicate,,http://release.niem.gov/niem/niem-core/5.0/#CourtCase,http://release.niem.gov/niem/niem-core/5.0/#CourtCase
http://schemas.scales-okn.org/rdf/scales#hasUVAJudgeDirID,has UVA judge dir ID,A unique ID that specifies a judge in the University of Virginia's directory of bankruptcy and magistrate judges.,Predicate,,http://release.niem.gov/niem/domains/jxdm/7.2/#Judge,
http://schemas.scales-okn.org/rdf/scales#hasUnknownExtraInfo,has Unknown Extra Info,Additional information of an unspecified type associated with an entity.,Predicate,,,
http://schemas.scales-okn.org/rdf/scales#isInCircuit,is in circuit,Indicates which federal circuit a court is in,Predicate,,,
http://schemas.scales-okn.org/rdf/scales#isInstanceOfEntity,is instance of entity,Indicates the entity type of an instance,Predicate,,http://release.niem.gov/niem/domains/jxdm/7.2/#Judge,
http://schemas.scales-okn.org/rdf/scales#isInstanceOfEntity,is instance of entity,Indicates the entity type of an instance,Predicate,,http://schemas.scales-okn.org/rdf/scales#Party,
http://schemas.scales-okn.org/rdf/scales#isInstanceOfEntity,is instance of entity,Indicates the entity type of an instance,Predicate,,http://schemas.scales-okn.org/rdf/scales#LawFirm,
http://schemas.scales-okn.org/rdf/scales#isInstanceOfEntity,is instance of entity,Indicates the entity type of an instance,Predicate,,http://release.niem.gov/niem/domains/jxdm/7.2/#Attorney,
http://stko-kwg.geog.ucsb.edu/lod/ontology/AdministrativeRegion_2,Administrative Region 2,"A level-2 KnowWhereGraph region, denoting a county, district, or equivalent administrative area.",Predicate,,http://release.niem.gov/niem/domains/jxdm/7.2/#Court,
